file_date,latitude,longitude,sza,vza,xco2,xco2_sigma,xco2_qual,time,GID_0,COUNTRY,SAMPLE_1
2020/01/16,11.480157999999999,108.825760000000002,37.950443000000000,0.414053050000000,410.808260000000018,0.462792220000000,0.000000000000000,2020/01/16 06:13:54.255,VNM,Vietnam,3.000000000000000
2020/01/16,11.455109000000000,108.841480000000004,37.937156999999999,0.102941250000000,411.754360000000020,0.507879260000000,0.000000000000000,2020/01/16 06:13:54.336,VNM,Vietnam,3.000000000000000
2020/01/16,11.483525999999999,108.831779999999995,37.957194999999999,0.195048060000000,410.836520000000007,0.476475660000000,0.000000000000000,2020/01/16 06:13:54.642,VNM,Vietnam,3.000000000000000
2020/01/16,11.486869000000000,108.837456000000003,37.963752999999997,0.089884400000000,411.468700000000013,0.487658050000000,0.000000000000000,2020/01/16 06:13:55.029,VNM,Vietnam,3.000000000000000
2020/01/16,11.469942000000000,108.847399999999993,37.954430000000002,0.284731270000000,410.243470000000002,0.505601640000000,0.000000000000000,2020/01/16 06:13:55.083,VNM,Vietnam,3.000000000000000
2020/01/16,11.490012000000000,108.842839999999995,37.969994000000000,0.284209200000000,410.767119999999977,0.512418150000000,0.000000000000000,2020/01/16 06:13:55.416,VNM,Vietnam,3.000000000000000
2020/01/16,13.776210000000001,108.320279999999997,39.764206000000001,0.425854030000000,411.283569999999997,0.501770440000000,0.000000000000000,2020/01/16 06:14:32.255,VNM,Vietnam,3.000000000000000
2020/01/16,13.796485000000001,108.315674000000001,39.780360000000002,0.427821430000000,410.567380000000014,0.559042630000000,0.000000000000000,2020/01/16 06:14:32.588,VNM,Vietnam,3.000000000000000
2020/01/16,13.977646999999999,108.273920000000004,39.924650000000000,0.433302520000000,408.829400000000021,0.561584830000000,0.000000000000000,2020/01/16 06:14:35.588,VNM,Vietnam,3.000000000000000
2020/01/16,14.626196000000000,108.138144999999994,40.450519999999997,0.219273280000000,411.910250000000019,0.538942400000000,0.000000000000000,2020/01/16 06:14:46.642,VNM,Vietnam,3.000000000000000
2020/01/16,14.670508000000000,108.116180000000000,40.479730000000004,0.549175400000000,411.334470000000010,0.466569780000000,0.000000000000000,2020/01/16 06:14:46.895,VNM,Vietnam,3.000000000000000
2020/01/16,14.646348000000000,108.133730000000000,40.466799999999999,0.219451140000000,410.100039999999979,0.477647330000000,0.000000000000000,2020/01/16 06:14:46.975,VNM,Vietnam,3.000000000000000
2020/01/16,14.852035000000001,108.075900000000004,40.626390000000001,0.553615450000000,412.126829999999984,0.552198800000000,0.000000000000000,2020/01/16 06:14:49.895,VNM,Vietnam,3.000000000000000
2020/01/16,15.008544000000001,108.052310000000006,40.759110000000000,0.219895780000000,412.150269999999978,0.617155600000000,0.000000000000000,2020/01/16 06:14:52.975,VNM,Vietnam,3.000000000000000
2020/01/16,16.352370000000001,107.743409999999997,41.849316000000002,0.434271400000000,412.671780000000012,0.538182560000000,0.000000000000000,2020/01/16 06:15:14.921,VNM,Vietnam,3.000000000000000
2020/01/16,16.344446000000001,107.749534999999995,41.845030000000001,0.324082080000000,410.793200000000013,0.544980650000000,0.000000000000000,2020/01/16 06:15:14.948,VNM,Vietnam,3.000000000000000
2020/01/16,16.336473000000002,107.755600000000001,41.840679999999999,0.217357840000000,411.380130000000008,0.551947060000000,0.000000000000000,2020/01/16 06:15:14.975,VNM,Vietnam,3.000000000000000
2020/01/16,16.304355999999999,107.778949999999995,41.822690000000001,0.272671040000000,411.593700000000013,0.554510000000000,0.000000000000000,2020/01/16 06:15:15.083,VNM,Vietnam,3.000000000000000
2020/01/16,16.380447000000000,107.732864000000006,41.870167000000002,0.545842700000000,411.138199999999983,0.558541500000000,0.000000000000000,2020/01/16 06:15:15.228,VNM,Vietnam,3.000000000000000
2020/01/16,16.372599000000001,107.739019999999996,41.865960000000001,0.434803520000000,411.838599999999985,0.567291560000000,0.000000000000000,2020/01/16 06:15:15.255,VNM,Vietnam,3.000000000000000
2020/01/16,16.364668000000002,107.745140000000006,41.861663999999998,0.324707870000000,411.235599999999977,0.546279670000000,0.000000000000000,2020/01/16 06:15:15.282,VNM,Vietnam,3.000000000000000
2020/01/16,16.356687999999998,107.751199999999997,41.857295999999998,0.218155440000000,411.942259999999976,0.585845950000000,0.000000000000000,2020/01/16 06:15:15.309,VNM,Vietnam,3.000000000000000
2020/01/16,16.348738000000001,107.757126000000000,41.852905000000000,0.125910790000000,411.213379999999972,0.605623250000000,0.000000000000000,2020/01/16 06:15:15.336,VNM,Vietnam,3.000000000000000
2020/01/16,16.392740000000000,107.734504999999999,41.882469999999998,0.434972320000000,411.206299999999999,0.578922000000000,0.000000000000000,2020/01/16 06:15:15.588,VNM,Vietnam,3.000000000000000
2020/01/16,16.384810999999999,107.740620000000007,41.878174000000001,0.324899900000000,410.424350000000004,0.572551800000000,0.000000000000000,2020/01/16 06:15:15.615,VNM,Vietnam,3.000000000000000
2020/01/16,16.376833000000001,107.746679999999998,41.873806000000002,0.218389620000000,409.802900000000022,0.561694860000000,0.000000000000000,2020/01/16 06:15:15.642,VNM,Vietnam,3.000000000000000
2020/01/16,16.368884999999999,107.752619999999993,41.869414999999996,0.126225640000000,411.488530000000026,0.550804900000000,0.000000000000000,2020/01/16 06:15:15.669,VNM,Vietnam,3.000000000000000
2020/01/16,16.360869999999998,107.758489999999995,41.864939999999997,0.098671460000000,412.377349999999979,0.636463800000000,0.000000000000000,2020/01/16 06:15:15.696,VNM,Vietnam,3.000000000000000
